Name,Storage_details,Screen_size,Camera_details,Battery_details,Processor,Price in Rupees
"Honor Holly 3 (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Li-Polymer Battery,Huawei Kirin 620 Octa Core 1.2GHz Processor,"13,999"
"Honor Holly 4 Plus (Silver, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,12MP Rear Camera | 8MP Front Camera,4000 mAh Battery,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable","6,499"
"Honor 9 Lite (Glacier Grey, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.35 cm (5.65 inch) Full HD+ Display,13MP + 2MP | 13MP + 2MP Dual Front Camera,3000 mAh Battery,Kirin 659 Processor,"9,999"
"Honor 9 Lite (Sapphire Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.35 cm (5.65 inch) Full HD+ Display,13MP + 2MP | 13MP + 2MP Dual Front Camera,3000 mAh Battery,Kirin 659 Processor,"9,999"
"Honor 9 Lite (Midnight Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.35 cm (5.65 inch) Full HD+ Display,13MP + 2MP | 13MP + 2MP Dual Front Camera,3000 mAh Battery,Kirin 659 Processor,"8,499"
"Honor 9 Lite (Glacier Grey, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.35 cm (5.65 inch) Full HD+ Display,13MP + 2MP | 13MP + 2MP Dual Front Camera,3000 mAh Battery,Kirin 659 Processor,"7,999"
"Honor Bee 2 (Black, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,11.43 cm (4.5 inch) FWVGA Display,5MP Rear Camera | 2MP Front Camera,2100 mAh Battery,Cortex-A53 Processor,"4,199"
"Honor Bee 4G (Black, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera,2200 mAh Battery,Cortex-A53 Processor,"3,990"
"Honor Bee 4G (White, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2200 mAh Battery,Cortex-A53 Processor,"4,400"
"Honor Bee 2 (White, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,11.43 cm (4.5 inch) FWVGA Display,5MP Rear Camera | 2MP Front Camera,2100 mAh Battery,Cortex-A53 Processor,"3,539"
"Honor 9i (Graphite Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.99 cm (5.9 inch) Full HD+ Display,16MP + 2MP | 13MP + 2MP Dual Front Camera,3340 mAh Battery,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,"8,999"
"Honor 9i (Prestige Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.99 cm (5.9 inch) Full HD+ Display,16MP + 2MP | 13MP + 2MP Dual Front Camera,3340 mAh Battery,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,"8,999"
"Honor 8 Pro (Midnight Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Quad HD Display,12MP + 12MP | 8MP Front Camera,4000 mAh Battery,Kirin 960 Processor,"29,999"
"Honor 8 Pro (Navy Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Quad HD Display,12MP + 12MP | 8MP Front Camera,4000 mAh Battery,Kirin 960 Processor,"29,999"
"Honor 6X (Silver, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,12MP + 2MP | 8MP Front Camera,3340 mAh Battery,Kirin 655 Processor,"13,999"
"Honor 6X (Grey, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,12MP + 2MP | 8MP Front Camera,3340 mAh Battery,Kirin 655 Processor,"11,999"
"Honor 6X (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,12MP + 2MP | 8MP Front Camera,3340 mAh Battery,Kirin 655 Processor,"13,999"
"Honor 6X (Silver, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,12MP + 2MP | 8MP Front Camera,3340 mAh Battery,Kirin 655 Processor,"11,999"
"Honor 8 Smart (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,ARM Kirin 650 64-bit ARM A53 Octa Core 2GHz Processor,"6,900"
"Honor Holly 3 (Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Li-Polymer Battery,Huawei Kirin 620 Octa Core 1.2GHz Processor,"10,499"
"Asus Zenfone 4 (Mint Green, 64 GB)",4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera,3300 mAh Battery,1 Year Brand Warrenty,"6,999"
"Asus ROG Phone II (Black, 128 GB)",8 GB RAM | 128 GB ROM |,16.74 cm (6.59 inch) Full HD+ Display,48MP + 13MP | 24MP Front Camera,6000 mAh Battery,Qualcomm Snapdragon 855 Plus Processor,"37,999"
"Asus 6Z (Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP | 48MP + 13MP Dual Front Camera,5000 mAh Battery,Qualcomm SD 855 Processor,"27,999"
"Asus 6Z (Black, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP | 48MP + 13MP Dual Front Camera,5000 mAh Battery,Qualcomm SD 855 Processor,"34,999"
"Asus 6Z (Silver, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP | 48MP + 13MP Dual Front Camera,5000 mAh Battery,Qualcomm SD 855 Processor,"30,999"
"Asus 6Z (Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP | 48MP + 13MP Dual Front Camera,5000 mAh Battery,Qualcomm SD 855 Processor,"30,999"
"Asus 6Z (Silver, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP | 48MP + 13MP Dual Front Camera,5000 mAh Battery,Qualcomm SD 855 Processor,"34,999"
"Asus 6Z (Silver, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP | 48MP + 13MP Dual Front Camera,5000 mAh Battery,Qualcomm SD 855 Processor,"27,999"
"Asus ZenFone Max M2 (Silver, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,"7,499"
"Asus ZenFone Max M2 (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,"7,499"
"Asus ZenFone Max M2 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,"8,999"
"Asus ZenFone Max M2 (Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,"8,999"
"Asus ZenFone Max M2 (Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 632 Octa Core Processor,"7,499"
"Asus ZenFone Max M1 (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor,"5,999"
"Asus ZenFone 5Z (Meteor Silver, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,15.75 cm (6.2 inch) Full HD+ Display,12MP + 8MP | 8MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon 845 Octa Core Processor,"21,999"
"Asus ZenFone 5Z (Midnight Blue, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,15.75 cm (6.2 inch) Full HD+ Display,12MP + 8MP | 8MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon 845 Octa Core Processor,"21,999"
"Asus Zenfone Max Pro M1 (Grey, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,"8,499"
"Asus Zenfone Max Pro M1 (Grey, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,"7,499"
"Asus Zenfone 4 Selfie Pro (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera | 24MP + 5MP Dual Front Camera,3000 mAh Battery,Octa Core Qualcomm Snapdragon 625 Processor,"15,999"
"Asus Zenfone Go (Gold, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,11.43 cm (4.5 inch) FWVGA Display,5MP Rear Camera | 0.3MP Front Camera,2070 mAh Li-Polymer Battery,Qualcomm Snapdragon 200 Processor,"4,891"
"Asus Zenfone Selfie (Silver, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 615 MSM8939 Processor,"14,999"
"Asus Zenfone 2 Laser (Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,"6,999"
"Asus Zenfone 2 Laser ZE500KL (Black, 8 GB)",2 GB RAM | 8 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2070 mAh Li-Polymer Battery,Qualcomm Snapdragon 410 MSM8916 Processor,"11,549"
"Asus Zenfone 2 Laser ZE500KL (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2070 mAh Li-Polymer Battery,Qualcomm Snapdragon 410 MSM8916 Processor,"5,990"
"Asus ZenFone Max Pro M2 (Titanium, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 660 Octa Core Processor,"9,999"
"Asus ZenFone Max Pro M2 (Titanium, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 660 Octa Core Processor,"11,999"
"Asus ZenFone Max Pro M2 (Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 660 Octa Core Processor,"9,999"
"Asus ROG (Black, 128 GB)",8 GB RAM | 128 GB ROM |,15.24 cm (6 inch) Full HD+ Display,12MP + 8MP | 8MP Front Camera,4000 mAh Battery,Qualcomm Speed-binned Snapdragon 845 Processor,"69,999"
"Asus ZenFone Lite L1 (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 430 Processor,"4,999"
"Asus ZenFone Lite L1 (Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 430 Processor,"4,999"
"Asus ZenFone Max M1 (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 430 Processor,"5,999"
"Asus Zenfone Max Pro M1 (Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,"11,499"
"Asus Zenfone Max Pro M1 (Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,"7,499"
"Asus Zenfone Max Pro M1 (Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,"8,499"
"Asus ZenFone 5Z (Meteor Silver, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,15.75 cm (6.2 inch) Full HD+ Display,12MP + 8MP | 8MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon 845 Octa Core Processor,"18,999"
"Asus ZenFone 5Z (Midnight Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,15.75 cm (6.2 inch) Full HD+ Display,12MP + 8MP | 8MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon 845 Octa Core Processor,"18,999"
"Asus ZenFone 5Z (Midnight Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.75 cm (6.2 inch) Full HD+ Display,12MP + 8MP | 8MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon 845 Octa Core Processor,"16,999"
"Asus ZenFone 5Z (Meteor Silver, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.75 cm (6.2 inch) Full HD+ Display,12MP + 8MP | 8MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon 845 Octa Core Processor,"16,999"
"Asus Zenfone Max Pro M1 (Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,"11,499"
"Asus Zenfone Max Pro M1 (Grey, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,"11,499"
"Asus Zenfone Max Pro M1 (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,"7,499"
"Asus Zenfone Max Pro M1 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,13MP + 5MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 636 Octa Core Processor,"8,499"
"Asus Zenfone Go (Silver Blue, 32 GB)",2 GB RAM | 32 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera,3010 mAh Battery,One Year Company Warranty,"7,300"
"Asus Zenfone Go (Blue, 32 GB)",2 GB RAM | 32 GB ROM |,13.97 cm (5.5 inch) Display,13MP Rear Camera,3010 mAh Battery,One Year Company Warranty,"7,399"
"Asus Zenfone Go 5.5 (Gold, 32 GB)",2 GB RAM | 32 GB ROM |,13.97 cm (5.5 inch) Display,13MP Rear Camera | 5MP Front Camera,3010 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty,"6,499"
"Asus Zenfone GO (Black, 16 GB)",2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,1 Year,"6,399"
"Asus Zenfone 4 Selfie (Rose Pink, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Battery,Octa Core Qualcomm Snapdragon 430 Processor,"10,999"
"Asus Zenfone 4 Selfie Pro (Red, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera | 24MP + 5MP Dual Front Camera,3000 mAh Battery,Octa Core Qualcomm Snapdragon 625 Processor,"15,999"
"Asus Zenfone Selfie (Silver, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Polymer Battery,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,"9,999"
"Asus Zenfone Selfie (Gold, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Polymer Battery,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,"9,999"
"Asus Zenfone Selfie (Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 615 Octa Core 1.7GHz Processor,"9,999"
"Asus Zenfone 3s Max (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Polymer Battery,"Octa Core Processor MediaTek MT6750, 1.5GHz Processor","6,999"
"Asus Zenfone 3s Max (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Polymer Battery,"Octa Core Processor MediaTek MT6750, 1.5GHz Processor","6,999"
Asus Zenfone 3 Max,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,4100 mAh Polymer Battery,Qualcomm Snapdragon 430 Octa Core 1.4 GHz Processor,"6,999"
Asus Zenfone 3 Max,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,4100 mAh Polymer Battery,Qualcomm Snapdragon 430 Octa Core 1.4 GHz Processor,"6,999"
"Asus Zenfone Go 4.5 LTE (Silver, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,11.43 cm (4.5 inch) FWVGA Display,8MP Rear Camera | 2MP Front Camera,2070 mAh Prismatic Battery,Qualcomm Snapdragon 8916 Processor,"4,880"
"Asus Zenfone Selfie (White, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Polymer Battery,Qualcomm Snapdragon 615 MSM8939 Processor,"13,999"
"Asus Zenfone Go 4.5 LTE (Gold, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,11.43 cm (4.5 inch) FWVGA Display,8MP Rear Camera | 2MP Front Camera,2070 mAh Prismatic Battery,Qualcomm Snapdragon 8916 Processor,"7,499"
"Asus Zenfone Selfie (Pink, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Polymer Battery,Qualcomm Snapdragon 615 MSM8939 Processor,"13,999"
"Asus Zenfone Go 4.5 LTE (Silver, Blue, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,11.43 cm (4.5 inch) FWVGA Display,8MP Rear Camera | 2MP Front Camera,2070 mAh Prismatic Battery,Qualcomm Snapdragon 8916 Processor,"7,499"
"Asus Zenfone Selfie (Purple, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Polymer Battery,Qualcomm Snapdragon 615 MSM8939 Processor,"13,999"
"Asus Zenfone Go 4.5 LTE (Red, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,11.43 cm (4.5 inch) FWVGA Display,8MP Rear Camera | 2MP Front Camera,2070 mAh Prismatic Battery,Qualcomm Snapdragon 8916 Processor,"7,499"
"Asus Zenfone Selfie (Gold, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Polymer Battery,Qualcomm Snapdragon 615 MSM8939 Processor,"13,999"
"Asus Zenfone Go (Grey, 32 GB)",2 GB RAM | 32 GB ROM |,13.97 cm (5.5 inch) Display,13MP Rear Camera,3010 mAh Battery,One Year Company Warranty,"6,799"
"Asus Zenfone 3 Deluxe (Gold, 256 GB)",6 GB RAM | 256 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,23MP Rear Camera | 8MP Front Camera,3000 mAh Polymer Battery,Qualcomm 8996 Pro S821 Processor,"63,999"
"Asus Zenfone 3 Deluxe (Silver, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,23MP Rear Camera | 8MP Front Camera,3000 mAh Polymer Battery,Qualcomm 8996 S820 Processor,"50,999"
"Asus Zenfone 3 Deluxe (Silver, 256 GB)",6 GB RAM | 256 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,23MP Rear Camera | 8MP Front Camera,3000 mAh Polymer Battery,Qualcomm 8996 Pro S821 Processor,"63,999"
"Asus Zenfone 3 Deluxe (Gold, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,23MP Rear Camera | 8MP Front Camera,3000 mAh Polymer Battery,Qualcomm 8996 S820 Processor,"50,999"
"Asus Zenfone Go (3rd Gen) (Gold, 16 GB)",2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Qualcomm Snapdradon 410 (MSM8916) Processor,"6,110"
"Asus Zenfone 3 (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 625 64-bit Octa Core 2.0GHz Processor,"28,999"
"Asus Zenfone 3_Max (Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 32 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Battery,Mediatek MediaTek 64-bit Quad Core 1.25GHz Processor,"13,999"
"Asus Zenfone 3_Max (Grey, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 32 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4100 mAh Battery,MediaTek 64-bit Quad Core 1.25GHz Processor,"6,999"
"Asus Zenfone Go (2nd Gen) (Yellow, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,11.43 cm (4.5 inch) FWVGA Display,5MP Rear Camera | 0.3MP Front Camera,2070 mAh Li-Polymer Battery,Qualcomm Snapdragon 200 Processor,"4,450"
"Asus Zenfone Go (Silver, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,11.43 cm (4.5 inch) FWVGA Display,5MP Rear Camera | 0.3MP Front Camera,2070 mAh Li-Polymer Battery,Qualcomm Snapdragon 200 Processor,"4,670"
"Asus Zenfone Go (2nd Gen) (White, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,11.43 cm (4.5 inch) FWVGA Display,5MP Rear Camera | 0.3MP Front Camera,2070 mAh Li-Polymer Battery,Qualcomm Snapdragon 200 Processor,"5,299"
"Asus Zenfone Go 5.0 LTE (White, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2500 mAh Polymer Battery,Qualcomm MSM8916 Processor,"4,996"
